OSEBuildingID,DataYear,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,SiteEUI(kBtu/sf),SiteEnergyUse(kBtu),SteamUse(kBtu),NaturalGas(kBtu),GHGEmissionsIntensity,TotalGHGEmissions,GHGEmissionsIntensity,BuildingType,PrimaryPropertyType,CouncilDistrictCode,Neighborhood,Latitude,Longitude
37008.0,2015.0,1999.0,1.0,6.0,333698.0,0.0,33.9,11320378.0,0.0,2461850.0,0.46,192.51,0.46,NonResidential,Other,2,GREATER DUWAMISH,47.59435403,-122.3301787
37248.0,2015.0,1904.0,1.0,4.0,72859.0,0.0,20.9,1524499.0,0.0,126479.0,0.14,16.46,0.14,NonResidential,Non-Refrigerated Warehouse,2,GREATER DUWAMISH,47.55098663,-122.31855601
39332.0,2015.0,2009.0,1.0,2.0,138705.0,0.0,33.6,4665069.0,0.0,1845000.0,0.76,117.65,0.76,SPS-District K-12,K-12 School,2,SOUTHEAST,47.52427301,-122.2714398
40008.0,2015.0,2004.0,1.0,3.0,21947.0,0.0,57.3,1541879.0,0.0,612223.0,1.59,39.0,1.59,NonResidential,Mixed Use Property,2,GREATER DUWAMISH,47.5823356,-122.3297984
40028.0,2015.0,1940.0,1.0,1.0,384772.0,0.0,37.2,15411831.0,0.0,6486866.0,0.96,406.74,0.96,NonResidential,Non-Refrigerated Warehouse,4,NORTHEAST,47.68384449,-122.26175956
40031.0,2015.0,1960.0,1.0,1.0,30287.0,0.0,62.1,1976647.0,0.0,305497.0,0.68,27.88,0.68,NonResidential,Medical Office,4,NORTHEAST,47.68219493,-122.26238988
40034.0,2015.0,1960.0,1.0,1.0,21931.0,0.0,133.3,3732139.0,0.0,2419089.0,6.02,137.63,6.02,NonResidential,Medical Office,4,NORTHEAST,47.68219493,-122.26294644
40067.0,2015.0,1985.0,1.0,6.0,70796.0,0.0,59.6,4385512.0,0.0,0.0,0.17,30.57,0.17,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.6015358,-122.33378601
40348.0,2015.0,1916.0,1.0,2.0,140823.0,59401.0,86.2,13586070.0,0.0,260710.0,0.35,106.74,0.35,NonResidential,Retail Store,3,EAST,47.6221168,-122.32099883
40447.0,2015.0,1966.0,1.0,1.0,87458.0,0.0,99.3,8688676.0,0.0,4643950.0,2.94,274.84,2.94,Nonresidential COS,Mixed Use Property,2,GREATER DUWAMISH,47.57910641,-122.3199294
41928.0,2015.0,2011.0,1.0,1.0,51400.0,0.0,224.6,11645414.0,0.0,4682600.0,5.2,297.23,5.2,NonResidential,Supermarket/Grocery Store,5,NORTH,47.71792984,-122.31220245
42069.0,2015.0,1993.0,1.0,1.0,26263.0,0.0,69.3,1821047.0,0.0,0.0,0.19,12.7,0.19,NonResidential,Small- and Mid-Sized Office,4,LAKE UNION,47.64759569,-122.3335592
43948.0,2015.0,1906.0,1.0,1.0,39212.0,0.0,19.7,773013.0,0.0,0.0,0.05,5.39,0.05,Nonresidential COS,Other,2,GREATER DUWAMISH,47.56158829,-122.31607056
45287.0,2015.0,1968.0,1.0,1.0,21400.0,0.0,238.9,4955550.0,0.0,2320194.0,6.09,141.6,6.09,Nonresidential COS,Other,3,CENTRAL,47.60662628,-122.3002696
45927.0,2015.0,2000.0,1.0,8.0,178000.0,0.0,288.1,52412292.0,29729128.0,0.0,13.23,2452.86,13.23,NonResidential,Other,3,EAST,47.60387131,-122.3226998
48287.0,2015.0,2005.0,1.0,4.0,162157.0,0.0,242.0,39061360.0,0.0,4218629.0,1.96,466.95,1.96,NonResidential,Large Office,2,GREATER DUWAMISH,47.57703948,-122.3235135
49687.0,2015.0,2003.0,1.0,4.0,33997.0,0.0,269.4,9159185.0,0.0,771400.0,1.86,99.44,1.86,NonResidential,Supermarket/Grocery Store,7,MAGNOLIA / QUEEN ANNE,47.62392426,-122.35764313
49695.0,2015.0,2012.0,1.0,11.0,526423.0,190431.0,40.8,16614404.0,0.0,570676.0,0.14,142.16,0.14,NonResidential,Large Office,7,LAKE UNION,47.61987314,-122.33594343
49697.0,2015.0,1902.0,1.0,6.0,74211.0,0.0,22.0,1391569.0,0.0,0.0,0.05,9.7,0.05,NonResidential,Mixed Use Property,7,DOWNTOWN,47.60120521,-122.3351985
49699.0,2015.0,1988.0,1.0,2.0,45700.0,0.0,5.1,1507270.0,0.0,63400.0,0.16,13.43,0.16,NonResidential,Non-Refrigerated Warehouse,2,SOUTHEAST,47.50991348,-122.27726192
49703.0,2015.0,1952.0,1.0,1.0,116101.0,0.0,54.6,6344171.0,0.0,5042923.0,2.34,276.9,2.34,SPS-District K-12,K-12 School,7,MAGNOLIA / QUEEN ANNE,47.64166106,-122.3985587
49705.0,2015.0,1929.0,7.0,1.0,502030.0,0.0,30.6,17290816.0,0.0,7629673.0,0.86,472.56,0.86,Nonresidential COS,Other,4,NORTHEAST,47.68317875,-122.2587951
49709.0,2015.0,2012.0,1.0,2.0,53575.0,0.0,544.9,29195468.0,0.0,8499046.0,9.46,595.67,9.46,NonResidential,Other,5,NORTHWEST,47.71275676,-122.3364917
49712.0,2015.0,2012.0,1.0,6.0,157345.0,45083.0,45.8,7205135.0,0.0,135486.0,0.17,56.48,0.17,NonResidential,Large Office,2,GREATER DUWAMISH,47.58923721,-122.33470154
49718.0,2015.0,2012.0,1.0,2.0,137138.0,0.0,38.9,5396269.0,0.0,0.0,0.11,37.62,0.11,Nonresidential COS,Other,1,GREATER DUWAMISH,47.53244005,-122.3330282
49725.0,2015.0,2012.0,1.0,7.0,267470.0,0.0,159.1,42566736.0,17759434.0,0.0,5.37,1542.47,5.37,NonResidential,Other,3,EAST,47.60970756,-122.32668914
49732.0,2015.0,2013.0,1.0,8.0,330000.0,0.0,201.8,48729588.0,0.0,24225020.0,4.1,1457.42,4.1,NonResidential,Hospital,4,NORTHEAST,47.66139776,-122.2846958
49737.0,2015.0,1918.0,1.0,3.0,43832.0,13038.0,87.3,3678939.0,0.0,2226780.0,2.79,128.39,2.79,NonResidential,Retail Store,7,MAGNOLIA / QUEEN ANNE,47.625,-122.35627747
49738.0,2015.0,1987.0,1.0,6.0,146363.0,0.0,80.6,11799105.0,0.0,5362411.0,2.06,329.67,2.06,NonResidential,Other,1,SOUTHWEST,47.55989777,-122.3846207
49775.0,2015.0,2011.0,1.0,1.0,80980.0,0.0,222.7,14981114.0,0.0,5895640.0,4.17,376.46,4.17,NonResidential,Supermarket/Grocery Store,1,SOUTHWEST,47.58017175,-122.38652922
49776.0,2015.0,1988.0,1.0,13.0,358259.0,149326.0,62.5,14935251.0,0.0,844867.0,0.23,143.1,0.23,NonResidential,Large Office,7,DOWNTOWN,47.61131062,-122.3439771
49778.0,2015.0,2008.0,1.0,2.0,70292.0,0.0,25.5,1789710.0,0.0,690753.0,0.56,44.35,0.56,NonResidential,Worship Facility,4,NORTHEAST,47.67062411,-122.2709065
49780.0,2015.0,1975.0,1.0,7.0,90679.0,35120.0,543.0,32579658.0,0.0,0.0,0.96,227.13,0.96,NonResidential,Other,7,DOWNTOWN,47.61442566,-122.33974457
49783.0,2015.0,2013.0,1.0,8.0,339591.0,114010.0,219.9,45313836.0,0.0,17535327.0,2.96,1124.96,2.96,NonResidential,Other,7,LAKE UNION,47.62365341,-122.34140778
49784.0,2015.0,2013.0,1.0,6.0,41929.0,0.0,11.7,562479.0,0.0,0.0,0.04,3.92,0.04,NonResidential,Small- and Mid-Sized Office,3,CENTRAL,47.61434963,-122.3124641
49793.0,2015.0,2013.0,1.0,3.0,83533.0,28217.0,16.5,1377184.0,0.0,0.0,0.04,9.6,0.04,NonResidential,Small- and Mid-Sized Office,7,MAGNOLIA / QUEEN ANNE,47.63484955,-122.3767395
49797.0,2015.0,2013.0,1.0,3.0,64578.0,0.0,51.1,2401148.0,0.0,57562.0,0.14,19.4,0.14,NonResidential,Small- and Mid-Sized Office,3,DOWNTOWN,47.59720707,-122.3130172
49802.0,2015.0,2013.0,1.0,4.0,62381.0,0.0,60.2,3625434.0,0.0,0.0,0.16,25.27,0.16,NonResidential,Hotel,6,BALLARD,47.66622925,-122.38254547
49829.0,2015.0,2013.0,1.0,6.0,79805.0,7000.0,92.3,7369591.0,0.0,2699320.0,1.95,175.92,1.95,NonResidential,Senior Care Community,3,CENTRAL,47.61860512,-122.30352424
49850.0,2015.0,2014.0,1.0,2.0,48925.0,0.0,34.7,2202114.0,0.0,769023.0,0.91,50.83,0.91,NonResidential,K-12 School,5,NORTHWEST,47.731823,-122.3262515
49858.0,2015.0,2014.0,1.0,2.0,35780.0,0.0,54.4,2066665.0,0.0,691017.0,1.13,46.29,1.13,NonResidential,K-12 School,3,EAST,47.61403196,-122.32659794
49859.0,2015.0,2002.0,7.0,4.0,808520.0,376000.0,194.9,157606480.0,0.0,80867644.0,5.57,4829.86,5.57,Campus,Other,7,MAGNOLIA / QUEEN ANNE,47.62811223,-122.3742647
49862.0,2015.0,1962.0,1.0,1.0,29000.0,0.0,93.9,2356607.0,0.0,704785.0,1.44,48.95,1.44,Nonresidential COS,Other,7,MAGNOLIA / QUEEN ANNE,47.62050727,-122.3521948
49865.0,2015.0,2013.0,1.0,6.0,313841.0,0.0,75.8,25672598.0,0.0,13459428.0,2.38,799.97,2.38,NonResidential,Other,4,NORTHEAST,47.66136158,-122.29808907
49867.0,2015.0,2014.0,1.0,7.0,324765.0,0.0,16.4,3141319.0,0.0,293435.0,0.07,35.44,0.07,NonResidential,Large Office,2,GREATER DUWAMISH,47.58950718,-122.33426638
49872.0,2015.0,2014.0,1.0,2.0,56988.0,0.0,26.5,650313.0,0.0,360711.0,0.35,21.18,0.35,NonResidential,Other,2,GREATER DUWAMISH,47.58435424,-122.323194
49909.0,2015.0,2007.0,6.0,2.0,149856.0,0.0,40.9,6125692.0,0.0,1240808.0,0.53,99.95,0.53,Campus,College/University,2,GREATER DUWAMISH,47.54217629,-122.32541038
49911.0,2015.0,2010.0,1.0,2.0,44162.0,0.0,28.6,1260902.0,0.0,502152.0,0.65,31.96,0.65,NonResidential,Other,1,SOUTHWEST,47.5137929,-122.3432079
49918.0,2015.0,2013.0,1.0,1.0,48314.0,0.0,261.9,14084606.0,0.0,9823563.0,11.03,551.43,11.03,Nonresidential COS,Other,2,SOUTHEAST,47.52449799,-122.27154541
49924.0,2015.0,1912.0,1.0,2.0,50319.0,0.0,46.2,2391687.0,0.0,319652.0,0.45,31.42,0.45,NonResidential,College/University,3,EAST,47.614465,-122.32174
49925.0,2015.0,1993.0,1.0,2.0,99765.0,0.0,37.5,3616057.0,0.0,1391100.0,0.8,89.39,0.8,NonResidential,College/University,3,EAST,47.61699416,-122.320405
49926.0,2015.0,1925.0,1.0,3.0,428347.0,0.0,77.0,36367960.0,13254980.0,1496748.0,2.71,1253.31,2.71,NonResidential,College/University,3,EAST,47.61676902,-122.3215492
49940.0,2015.0,1920.0,1.0,8.0,374466.0,0.0,210.0,78652064.0,47648276.0,0.0,10.04,3894.01,10.04,NonResidential,Hospital,3,EAST,47.60984009,-122.3274412
49945.0,2015.0,1989.0,1.0,3.0,167300.0,0.0,84.4,3681105.0,0.0,969239.0,0.35,70.38,0.35,NonResidential,Senior Care Community,7,DOWNTOWN,47.60895084,-122.3421375
49946.0,2015.0,2010.0,1.0,8.0,41198.0,0.0,167.0,6879291.0,0.0,592260.0,1.17,75.28,1.17,NonResidential,Supermarket/Grocery Store,6,BALLARD,47.67057565,-122.3866853
49958.0,2015.0,2014.0,1.0,1.0,20993.0,0.0,43.5,912558.0,0.0,128239.0,0.42,12.28,0.42,Nonresidential COS,Other,2,GREATER DUWAMISH,47.59524558,-122.3229473
49966.0,2015.0,2009.0,1.0,1.0,40265.0,0.0,48.6,1957356.0,0.0,623184.0,0.91,42.4,0.91,NonResidential,Other,2,SOUTHEAST,47.54102707,-122.31249237
49985.0,2015.0,2014.0,1.0,6.0,427181.0,169195.0,39.2,16730779.0,0.0,2038408.0,0.35,210.69,0.35,NonResidential,Large Office,7,LAKE UNION,47.6233466,-122.33968176
49998.0,2015.0,2014.0,1.0,4.0,101580.0,14004.0,9.7,850568.0,0.0,140199.0,0.09,12.4,0.09,NonResidential,"Self-Storage Facility
",2,SOUTHEAST,47.5705386,-122.2914015
50038.0,2015.0,2014.0,1.0,2.0,25532.0,0.0,26.8,628609.0,0.0,0.0,0.07,4.38,0.07,NonResidential,Mixed Use Property,7,MAGNOLIA / QUEEN ANNE,47.66199875,-122.3867569
1.0,2016.0,1927.0,1.0,12.0,88434.0,0.0,81.69999695,7226362.5,2003882.0,1276453.0,2.83,249.98,2.83,NonResidential,Hotel,7,DOWNTOWN,47.6122,-122.33799
2.0,2016.0,1996.0,1.0,11.0,103566.0,15064.0,94.80000305,8387933.0,0.0,5145082.0,2.86,295.86,2.86,NonResidential,Hotel,7,DOWNTOWN,47.61317,-122.33393
3.0,2016.0,1969.0,1.0,41.0,956110.0,196718.0,96.0,72587024.0,21566554.0,1493800.0,2.19,2089.28,2.19,NonResidential,Hotel,7,DOWNTOWN,47.61393,-122.3381
5.0,2016.0,1926.0,1.0,10.0,61320.0,0.0,110.8000031,6794584.0,2214446.25,1811213.0,4.67,286.43,4.67,NonResidential,Hotel,7,DOWNTOWN,47.61412,-122.33664
8.0,2016.0,1980.0,1.0,18.0,175580.0,62000.0,114.8000031,14172606.0,0.0,8803998.0,2.88,505.01,2.88,NonResidential,Hotel,7,DOWNTOWN,47.61375,-122.34047
9.0,2016.0,1999.0,1.0,2.0,97288.0,37198.0,136.1000061,12086616.0,0.0,4715182.0,3.1,301.81,3.1,Nonresidential COS,Other,7,DOWNTOWN,47.61623,-122.33657
10.0,2016.0,1926.0,1.0,11.0,83008.0,0.0,70.80000305,5758795.0,0.0,2947580.0,2.12,176.14,2.12,NonResidential,Hotel,7,DOWNTOWN,47.6139,-122.33283
11.0,2016.0,1926.0,1.0,8.0,102761.0,0.0,61.29999924,6298131.5,2276286.5,385189.0,2.16,221.51,2.16,NonResidential,Other,7,DOWNTOWN,47.61327,-122.33136
12.0,2016.0,1904.0,1.0,15.0,163984.0,0.0,83.69999695,13723820.0,0.0,6425900.0,2.39,392.16,2.39,NonResidential,Hotel,7,DOWNTOWN,47.60294,-122.33263
15.0,2016.0,1969.0,1.0,11.0,153163.0,19279.0,119.5999985,16016644.0,5237165.5,4591850.0,4.51,691.26,4.51,NonResidential,Hotel,7,DOWNTOWN,47.60695,-122.33414
16.0,2016.0,1998.0,1.0,25.0,333176.0,61161.0,80.0,26941110.0,5999360.5,2858700.0,2.22,740.97,2.22,NonResidential,Hotel,7,DOWNTOWN,47.60713,-122.33323
17.0,2016.0,1928.0,1.0,9.0,65009.0,0.0,101.5,6596057.5,1656352.5,3596705.0,5.05,328.23,5.05,NonResidential,Hotel,7,DOWNTOWN,47.60699,-122.33346
18.0,2016.0,1980.0,1.0,33.0,315952.0,57600.0,75.5,22325364.0,4337738.5,4083440.0,2.05,648.62,2.05,NonResidential,Hotel,7,DOWNTOWN,47.60809,-122.33212
19.0,2016.0,1922.0,1.0,11.0,92190.0,25200.0,159.5,10750010.0,4870847.5,2046793.0,5.55,511.39,5.55,NonResidential,Hotel,7,DOWNTOWN,47.60755,-122.33244
21.0,2016.0,2004.0,1.0,11.0,412000.0,57000.0,50.79999924,18588860.0,737559.5,0.0,0.44,181.38,0.44,Nonresidential COS,Other,7,DOWNTOWN,47.60649,-122.33297
22.0,2016.0,1930.0,1.0,6.0,103911.0,0.0,76.59999847,9956396.0,4592347.5,910180.0,4.18,433.86,4.18,NonResidential,Other,7,DOWNTOWN,47.60546,-122.33279
23.0,2016.0,1983.0,1.0,28.0,416281.0,85000.0,96.30000305,33556756.0,0.0,12331475.0,1.93,802.89,1.93,NonResidential,Hotel,7,DOWNTOWN,47.60681,-122.33078
24.0,2016.0,1907.0,1.0,5.0,57452.0,0.0,132.3999939,7606084.5,1776201.875,2065091.0,4.75,273.02,4.75,NonResidential,Mixed Use Property,7,DOWNTOWN,47.60515,-122.33159
25.0,2016.0,1916.0,1.0,10.0,104352.0,0.0,97.30000305,10154608.0,3430862.0,815376.0,3.35,349.32,3.35,NonResidential,Hotel,7,DOWNTOWN,47.60376,-122.33194
26.0,2016.0,1916.0,1.0,10.0,540360.0,0.0,83.69999695,44984468.0,0.0,20626631.0,2.34,1265.29,2.34,NonResidential,Other,7,DOWNTOWN,47.60265,-122.33051
27.0,2016.0,1985.0,1.0,19.0,385274.0,0.0,124.1999969,47859812.0,0.0,29602150.0,4.41,1699.45,4.41,NonResidential,Other,3,DOWNTOWN,47.60378,-122.32842
28.0,2016.0,1961.0,1.0,2.0,56228.0,0.0,26.10000038,1539478.5,0.0,602523.0,0.69,38.53,0.69,SPS-District K-12,K-12 School,2,SOUTHEAST,47.54576,-122.26853
29.0,2016.0,2001.0,1.0,6.0,88592.0,30586.0,63.20000076,3663534.5,0.0,1397303.0,1.02,90.01,1.02,NonResidential,Hotel,4,NORTHEAST,47.65959,-122.31755
30.0,2016.0,1928.0,1.0,7.0,126593.0,0.0,90.69999695,11343686.0,0.0,6696211.0,3.07,388.04,3.07,NonResidential,University,7,DOWNTOWN,47.61816,-122.33629
31.0,2016.0,1930.0,1.0,2.0,67224.0,0.0,19.5,1310236.625,0.0,0.0,0.14,9.13,0.14,NonResidential,Other,7,DOWNTOWN,47.615,-122.33081
32.0,2016.0,1991.0,1.0,8.0,158676.0,30301.0,45.5,5328051.5,0.0,4755745.0,1.62,256.57,1.62,NonResidential,Hotel,7,EAST,47.61301,-122.32929
33.0,2016.0,2001.0,1.0,10.0,171866.0,38281.0,85.80000305,11061916.0,0.0,5451210.0,1.91,328.63,1.91,NonResidential,Hotel,7,DOWNTOWN,47.61784,-122.32966
34.0,2016.0,1955.0,1.0,1.0,126351.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SPS-District K-12,K-12 School,3,CENTRAL,47.62266,-122.30547
35.0,2016.0,1978.0,1.0,5.0,68410.0,16200.0,92.90000153,4456714.5,0.0,2110365.0,1.88,128.44,1.88,NonResidential,Hotel,7,DOWNTOWN,47.61558,-122.34186
36.0,2016.0,1949.0,1.0,2.0,160645.0,0.0,41.29999924,6779173.0,0.0,4831572.0,1.68,270.18,1.68,SPS-District K-12,K-12 School,5,NORTH,47.70994,-122.29301
37.0,2016.0,1989.0,1.0,2.0,51582.0,0.0,0.0,0.0,0.0,0.0,0.2,10.43,0.2,SPS-District K-12,K-12 School,7,MAGNOLIA / QUEEN ANNE,47.6329,-122.35172
38.0,2016.0,1906.0,1.0,3.0,87262.0,0.0,61.5,4145920.5,0.0,2793077.0,1.81,157.77,1.81,NonResidential,Small- and Mid-Sized Office,4,LAKE UNION,47.6641,-122.33118
40.0,2016.0,1994.0,1.0,4.0,81871.0,0.0,81.5,6668568.5,0.0,3652169.0,2.63,215.0,2.63,NonResidential,Hotel,4,NORTHEAST,47.66583,-122.29965
41.0,2016.0,1955.0,1.0,2.0,110356.0,0.0,12.10000038,318364.8125,0.0,37100.0,0.04,3.93,0.04,NonResidential,Self-Storage Facility,4,NORTHEAST,47.66172,-122.29598
43.0,2016.0,1992.0,1.0,3.0,494835.0,0.0,221.6999969,448385312.0,0.0,297909000.0,34.09,16870.98,34.09,Campus,Mixed Use Property,2,GREATER DUWAMISH,47.53493,-122.31788
46.0,2016.0,1961.0,3.0,2.0,714095.0,0.0,46.40000153,44731160.0,0.0,0.0,0.44,311.84,0.44,NonResidential,Warehouse,2,GREATER DUWAMISH,47.51138,-122.28875
50.0,2016.0,1990.0,1.0,2.0,54986.0,0.0,30.0,1650279.25,0.0,432690.0,0.57,31.47,0.57,SPS-District K-12,K-12 School,7,MAGNOLIA / QUEEN ANNE,47.65671,-122.39047
51.0,2016.0,1950.0,1.0,2.0,175565.0,0.0,35.0,6399127.5,0.0,4799443.0,1.52,266.05,1.52,SPS-District K-12,K-12 School,4,NORTHEAST,47.68252,-122.29498
52.0,2016.0,1961.0,1.0,2.0,94900.0,0.0,65.19999695,6186461.5,0.0,1894876.0,1.38,130.56,1.38,NonResidential,Small- and Mid-Sized Office,6,BALLARD,47.66587,-122.38476
53.0,2016.0,1900.0,1.0,2.0,52554.0,0.0,50.09999847,2951331.25,0.0,1371582.0,1.6,83.86,1.6,NonResidential,Small- and Mid-Sized Office,2,GREATER DUWAMISH,47.58034,-122.31132
54.0,2016.0,1954.0,1.0,3.0,175015.0,0.0,40.0,6994740.5,0.0,4315001.0,1.42,247.85,1.42,NonResidential,K-12 School,6,NORTHWEST,47.68891,-122.33553
55.0,2016.0,1911.0,1.0,3.0,70586.0,0.0,30.60000038,2158629.0,0.0,658400.0,0.64,45.43,0.64,NonResidential,Self-Storage Facility,7,DOWNTOWN,47.61351,-122.35129
56.0,2016.0,1969.0,1.0,24.0,332210.0,205970.0,46.40000153,16163194.0,0.0,3958787.0,0.89,295.33,0.89,NonResidential,Hotel,7,DOWNTOWN,47.60946,-122.33337
57.0,2016.0,1973.0,1.0,5.0,168115.0,0.0,56.29999924,9536161.0,0.0,0.0,0.4,66.48,0.4,NonResidential,Large Office,7,DOWNTOWN,47.6113,-122.33659
58.0,2016.0,1920.0,1.0,2.0,57428.0,0.0,21.70000076,1247362.0,0.0,532423.0,0.58,33.26,0.58,NonResidential,Other,7,DOWNTOWN,47.61076,-122.33765
59.0,2016.0,1910.0,1.0,8.0,59400.0,0.0,85.40000153,5071974.0,0.0,0.0,0.6,35.36,0.6,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.61048,-122.33794
60.0,2016.0,1926.0,1.0,2.0,52549.0,0.0,286.3999939,15026196.0,0.0,10393737.0,11.12,584.31,11.12,NonResidential,Mixed Use Property,7,DOWNTOWN,47.60886,-122.33744
62.0,2016.0,1930.0,1.0,20.0,98634.0,10043.0,54.59999847,4841347.5,0.0,551288.0,0.6,59.19,0.6,NonResidential,Hotel,7,DOWNTOWN,47.61233,-122.33432
63.0,2016.0,1982.0,1.0,34.0,994212.0,146694.0,80.90000153,80469216.0,11598686.0,23324992.0,2.47,2451.58,2.47,NonResidential,Hotel,7,DOWNTOWN,47.61087,-122.33339
65.0,2016.0,1985.0,1.0,7.0,71150.0,0.0,93.09999847,5348309.0,0.0,2104408.0,1.89,134.38,1.89,NonResidential,Hotel,7,DOWNTOWN,47.60997,-122.34138
66.0,2016.0,1908.0,1.0,7.0,122810.0,0.0,44.0,5401277.5,0.0,4107716.0,1.85,227.18,1.85,NonResidential,Hotel,7,DOWNTOWN,47.61155,-122.34114
67.0,2016.0,1959.0,1.0,5.0,113173.0,42546.0,74.80000305,5284343.5,0.0,2339663.0,1.28,144.79,1.28,NonResidential,Hotel,7,LAKE UNION,47.61986,-122.34413
68.0,2016.0,2000.0,1.0,7.0,150453.0,34735.0,60.70000076,6715187.0,0.0,3319078.0,1.33,199.95,1.33,NonResidential,Hotel,7,LAKE UNION,47.62001,-122.34274
69.0,2016.0,1997.0,1.0,6.0,116300.0,28200.0,65.90000153,5827595.5,0.0,2639138.0,1.4,162.39,1.4,NonResidential,Hotel,7,LAKE UNION,47.62025,-122.34314
70.0,2016.0,1998.0,1.0,6.0,155602.0,36744.0,43.90000153,6836900.0,0.0,2277962.0,0.98,152.76,0.98,NonResidential,Hotel,7,MAGNOLIA / QUEEN ANNE,47.62023,-122.35951
73.0,2016.0,1911.0,1.0,3.0,56072.0,0.0,57.70000076,3234787.75,0.0,2682920.0,2.61,146.34,2.61,NonResidential,K-12 School,3,EAST,47.63442,-122.30793
77.0,2016.0,1999.0,1.0,4.0,122942.0,44891.0,68.40000153,5337334.0,0.0,2913604.0,1.4,171.64,1.4,NonResidential,Hotel,7,MAGNOLIA / QUEEN ANNE,47.62519,-122.34456
82.0,2016.0,1962.0,1.0,2.0,54984.0,0.0,61.40000153,3375211.0,0.0,1396981.0,1.6,87.98,1.6,NonResidential,Small- and Mid-Sized Office,3,CENTRAL,47.60823,-122.30956
84.0,2016.0,1922.0,1.0,5.0,217603.0,0.0,144.3999939,42792072.0,0.0,30967300.0,7.94,1727.11,7.94,NonResidential,Senior Care Community,1,SOUTHWEST,47.55837,-122.37751
85.0,2016.0,1970.0,1.0,2.0,93397.0,0.0,175.6000061,16402563.0,0.0,10723064.0,6.52,609.1,6.52,NonResidential,Senior Care Community,5,NORTHWEST,47.72426,-122.35599
86.0,2016.0,2008.0,1.0,6.0,84103.0,20732.0,58.5,3706100.25,0.0,893412.0,0.8,67.06,0.8,NonResidential,Hotel,7,LAKE UNION,47.61988,-122.33211
87.0,2016.0,1948.0,1.0,2.0,53352.0,0.0,0.0,0.0,0.0,0.0,0.08,4.19,0.08,SPS-District K-12,K-12 School,1,SOUTHWEST,47.5097,-122.37759
89.0,2016.0,1965.0,1.0,3.0,179014.0,0.0,93.30000305,16701055.0,0.0,6814570.0,2.41,430.84,2.41,NonResidential,Medical Office,3,EAST,47.61244,-122.3214
95.0,2016.0,1908.0,1.0,7.0,76631.0,0.0,94.69999695,7258758.5,0.0,4598016.0,3.43,262.75,3.43,NonResidential,Hotel,3,EAST,47.60898,-122.32693
96.0,2016.0,1983.0,1.0,6.0,99780.0,9341.0,204.5,15473117.0,5327802.5,0.0,4.83,481.97,4.83,NonResidential,Mixed Use Property,3,EAST,47.60845,-122.32637
98.0,2016.0,1929.0,1.0,2.0,58320.0,0.0,14.60000038,1049748.625,0.0,687945.0,0.67,39.06,0.67,NonResidential,Retail Store,7,LAKE UNION,47.62237,-122.33805
100.0,2016.0,2010.0,1.0,5.0,316306.0,0.0,48.0,13795954.0,0.0,924861.0,0.44,138.85,0.44,NonResidential,Large Office,7,LAKE UNION,47.62424,-122.33646
102.0,2016.0,1990.0,1.0,7.0,282863.0,44766.0,82.5,19459304.0,0.0,8478651.0,1.86,526.85,1.86,NonResidential,Hotel,3,LAKE UNION,47.62642,-122.33325
103.0,2016.0,1962.0,1.0,1.0,389000.0,0.0,64.30000305,23658978.0,6093150.0,688680.0,1.56,607.41,1.56,Nonresidential COS,Other,7,MAGNOLIA / QUEEN ANNE,47.62208,-122.35398
104.0,2016.0,1962.0,1.0,1.0,91213.0,0.0,125.1999969,8141155.5,4120130.0,0.0,3.77,344.2,3.77,Nonresidential COS,Other,7,MAGNOLIA / QUEEN ANNE,47.62208,-122.35398
106.0,2016.0,1938.0,1.0,5.0,396085.0,0.0,75.19999695,20955026.0,9763690.0,0.0,2.03,804.2,2.03,Nonresidential COS,Other,7,MAGNOLIA / QUEEN ANNE,47.62208,-122.35398
107.0,2016.0,2010.0,1.0,12.0,571329.0,0.0,63.40000153,39605888.0,0.0,7399685.0,1.08,617.52,1.08,NonResidential,Large Office,7,LAKE UNION,47.62112,-122.33629
110.0,2016.0,1962.0,1.0,2.0,52000.0,0.0,52.40000153,2726369.0,1202380.0,0.0,1.96,101.83,1.96,Nonresidential COS,Other,7,MAGNOLIA / QUEEN ANNE,47.62395,-122.35077
111.0,2016.0,1928.0,1.0,1.0,60696.0,0.0,8.100000381,875943.3125,0.0,0.0,0.1,6.11,0.1,Nonresidential COS,Other,7,MAGNOLIA / QUEEN ANNE,47.62395,-122.35077
112.0,2016.0,1928.0,1.0,2.0,262048.0,0.0,70.0,20723248.0,5137220.0,0.0,1.87,490.73,1.87,Nonresidential COS,Other,7,MAGNOLIA / QUEEN ANNE,47.62395,-122.35143
113.0,2016.0,1986.0,1.0,2.0,66240.0,2352.0,74.90000153,4166306.25,0.0,0.0,0.44,29.04,0.44,NonResidential,Small- and Mid-Sized Office,7,MAGNOLIA / QUEEN ANNE,47.62391,-122.34837
114.0,2016.0,2010.0,1.0,6.0,920598.0,303707.0,49.79999924,36667044.0,0.0,9069780.0,0.73,674.09,0.73,NonResidential,Large Office,7,MAGNOLIA / QUEEN ANNE,47.62419,-122.34443
